,team,player,mp,ORtg,DRtg,bpm,game_id,date_game
2236,SAC,barneha02,1950,146,134,5.4,202404110SAC,"Thu, Apr 11, 2024"
2237,SAC,elliske01,1399,96,139,-8.1,202404110SAC,"Thu, Apr 11, 2024"
2238,SAC,mitchda01,1628,142,139,2.4,202404110SAC,"Thu, Apr 11, 2024"
2239,SAC,lylestr01,880,155,139,6.1,202404110SAC,"Thu, Apr 11, 2024"
2240,SAC,lenal01,683,106,138,-7.6,202404110SAC,"Thu, Apr 11, 2024"
2241,SAC,vezenal01,655,95,137,-8.3,202404110SAC,"Thu, Apr 11, 2024"
2242,SAC,duartch01,250,36,140,-20.5,202404110SAC,"Thu, Apr 11, 2024"
2243,SAC,jonesco02,169,0,139,-44.7,202404110SAC,"Thu, Apr 11, 2024"
2244,SAC,edwarke02,74,0,140,-6.1,202404110SAC,"Thu, Apr 11, 2024"
2245,SAC,slawsja01,44,0,140,-6.4,202404110SAC,"Thu, Apr 11, 2024"
2246,SAC,jonesma05,,,,,202404110SAC,"Thu, Apr 11, 2024"
2247,NOP,murphtr02,2693,149,127,2.2,202404110SAC,"Thu, Apr 11, 2024"
2248,NOP,mccolcj01,2400,171,122,14.9,202404110SAC,"Thu, Apr 11, 2024"
2249,NOP,valanjo01,1992,120,121,-4.1,202404110SAC,"Thu, Apr 11, 2024"
2250,NOP,willizi01,1855,123,114,6.0,202404110SAC,"Thu, Apr 11, 2024"
2251,NOP,joneshe01,1759,92,126,-10.4,202404110SAC,"Thu, Apr 11, 2024"
2252,NOP,daniedy01,1527,106,118,-2.5,202404110SAC,"Thu, Apr 11, 2024"
2253,NOP,alvarjo01,1321,186,125,11.3,202404110SAC,"Thu, Apr 11, 2024"
2254,NOP,zelleco01,524,223,126,6.6,202404110SAC,"Thu, Apr 11, 2024"
2255,NOP,marshna01,213,66,125,-9.9,202404110SAC,"Thu, Apr 11, 2024"
2256,NOP,robinje02,116,0,128,-30.6,202404110SAC,"Thu, Apr 11, 2024"
2257,NOP,hawkijo01,,,,,202404110SAC,"Thu, Apr 11, 2024"
2258,NOP,liddeej01,,,,,202404110SAC,"Thu, Apr 11, 2024"
2259,NOP,ryanma01,,,,,202404110SAC,"Thu, Apr 11, 2024"
2260,PHI,maxeyty01,2387,134,116,4.3,202404120PHI,"Fri, Apr 12, 2024"
2261,PHI,harrito02,2274,132,107,4.2,202404120PHI,"Fri, Apr 12, 2024"
2262,PHI,embiijo01,1921,115,106,10.2,202404120PHI,"Fri, Apr 12, 2024"
2263,PHI,oubreke01,1785,124,110,1.1,202404120PHI,"Fri, Apr 12, 2024"
2264,PHI,lowryky01,1456,131,116,-3.6,202404120PHI,"Fri, Apr 12, 2024"
2265,PHI,batumni01,1823,104,109,-1.7,202404120PHI,"Fri, Apr 12, 2024"
2266,PHI,reedpa01,893,175,109,5.3,202404120PHI,"Fri, Apr 12, 2024"
2267,PHI,hieldbu01,855,104,115,-4.0,202404120PHI,"Fri, Apr 12, 2024"
2268,PHI,payneca01,430,162,118,2.2,202404120PHI,"Fri, Apr 12, 2024"
2269,PHI,meltode01,321,117,76,22.1,202404120PHI,"Fri, Apr 12, 2024"
2270,PHI,bambamo01,66,0,118,-5.4,202404120PHI,"Fri, Apr 12, 2024"
2271,PHI,councri01,63,0,118,-6.9,202404120PHI,"Fri, Apr 12, 2024"
2272,PHI,dowtije01,63,0,118,-8.5,202404120PHI,"Fri, Apr 12, 2024"
2273,PHI,smithte01,63,52,118,-24.9,202404120PHI,"Fri, Apr 12, 2024"
2274,PHI,martike04,,,,,202404120PHI,"Fri, Apr 12, 2024"
2275,ORL,banchpa01,2431,95,123,-1.4,202404120PHI,"Fri, Apr 12, 2024"
2276,ORL,wagnefr01,2119,122,123,3.4,202404120PHI,"Fri, Apr 12, 2024"
2277,ORL,suggsja01,2008,130,129,1.5,202404120PHI,"Fri, Apr 12, 2024"
2278,ORL,harriga01,1940,36,126,-11.4,202404120PHI,"Fri, Apr 12, 2024"
2279,ORL,cartewe01,229,124,130,-3.0,202404120PHI,"Fri, Apr 12, 2024"
2280,ORL,isaacjo01,1608,81,118,-6.7,202404120PHI,"Fri, Apr 12, 2024"
2281,ORL,wagnemo01,1084,161,114,18.4,202404120PHI,"Fri, Apr 12, 2024"
2282,ORL,bitadgo01,810,82,107,-3.8,202404120PHI,"Fri, Apr 12, 2024"
2283,ORL,inglejo01,806,212,130,7.6,202404120PHI,"Fri, Apr 12, 2024"
2284,ORL,anthoco01,686,83,131,-10.8,202404120PHI,"Fri, Apr 12, 2024"
2285,ORL,fultzma01,678,131,111,15.8,202404120PHI,"Fri, Apr 12, 2024"
2286,ORL,blackan01,,,,,202404120PHI,"Fri, Apr 12, 2024"
2287,ORL,houstca01,,,,,202404120PHI,"Fri, Apr 12, 2024"
2288,ORL,howarje01,,,,,202404120PHI,"Fri, Apr 12, 2024"
2289,ORL,okekech01,,,,,202404120PHI,"Fri, Apr 12, 2024"
2290,WAS,baldwpa01,2439,132,118,0.6,202404120WAS,"Fri, Apr 12, 2024"
2291,WAS,kispeco01,2398,125,125,-0.8,202404120WAS,"Fri, Apr 12, 2024"
2292,WAS,avdijde01,2257,117,120,-2.8,202404120WAS,"Fri, Apr 12, 2024"
2293,WAS,davisjo06,1485,155,124,3.6,202404120WAS,"Fri, Apr 12, 2024"
2294,WAS,vukcetr01,1335,103,122,-8.5,202404120WAS,"Fri, Apr 12, 2024"
2295,WAS,butleja02,1719,162,123,4.4,202404120WAS,"Fri, Apr 12, 2024"
2296,WAS,champju01,1027,49,123,-17.6,202404120WAS,"Fri, Apr 12, 2024"
2297,WAS,gillan01,1016,95,125,-11.3,202404120WAS,"Fri, Apr 12, 2024"
2298,WAS,omorueu01,724,85,127,-10.4,202404120WAS,"Fri, Apr 12, 2024"
2299,WAS,holmeri01,,,,,202404120WAS,"Fri, Apr 12, 2024"
2300,WAS,jonesty01,,,,,202404120WAS,"Fri, Apr 12, 2024"
2301,WAS,poolejo01,,,,,202404120WAS,"Fri, Apr 12, 2024"
2302,CHI,craigto01,2038,125,119,0.2,202404120WAS,"Fri, Apr 12, 2024"
2303,CHI,whiteco01,1603,123,124,-3.3,202404120WAS,"Fri, Apr 12, 2024"
2304,CHI,terryda01,1590,132,116,6.8,202404120WAS,"Fri, Apr 12, 2024"
2305,CHI,greenja02,1546,159,118,8.1,202404120WAS,"Fri, Apr 12, 2024"
2306,CHI,bitimon01,1490,50,127,-24.7,202404120WAS,"Fri, Apr 12, 2024"
2307,CHI,carteje01,2211,155,123,7.8,202404120WAS,"Fri, Apr 12, 2024"
2308,CHI,sanogad01,2105,117,122,-10.2,202404120WAS,"Fri, Apr 12, 2024"
2309,CHI,drellhe01,1394,109,114,-5.1,202404120WAS,"Fri, Apr 12, 2024"
2310,CHI,funkan01,423,0,117,-15.1,202404120WAS,"Fri, Apr 12, 2024"
2311,CHI,carusal01,,,,,202404120WAS,"Fri, Apr 12, 2024"
2312,CHI,derozde01,,,,,202404120WAS,"Fri, Apr 12, 2024"
2313,CHI,vucevni01,,,,,202404120WAS,"Fri, Apr 12, 2024"
2314,BOS,mykhasv01,2031,67,104,-16.9,202404120BOS,"Fri, Apr 12, 2024"
2315,BOS,pritcpa01,1852,146,103,14.4,202404120BOS,"Fri, Apr 12, 2024"
2316,BOS,hausesa01,1812,112,107,-5.8,202404120BOS,"Fri, Apr 12, 2024"
2317,BOS,sprinja01,1496,143,91,5.6,202404120BOS,"Fri, Apr 12, 2024"
2318,BOS,kornelu01,1478,169,104,5.8,202404120BOS,"Fri, Apr 12, 2024"
2319,BOS,walshjo01,1197,200,101,2.9,202404120BOS,"Fri, Apr 12, 2024"
2320,BOS,quetane01,1077,181,94,24.3,202404120BOS,"Fri, Apr 12, 2024"
2321,BOS,davisjd01,1028,131,101,6.9,202404120BOS,"Fri, Apr 12, 2024"
2322,BOS,brissos01,909,121,96,-2.7,202404120BOS,"Fri, Apr 12, 2024"
2323,BOS,tillmxa01,800,82,89,-6.5,202404120BOS,"Fri, Apr 12, 2024"
2324,BOS,peterdr01,720,194,99,11.7,202404120BOS,"Fri, Apr 12, 2024"
2325,BOS,whitede01,,,,,202404120BOS,"Fri, Apr 12, 2024"
2326,CHO,manntr01,1853,128,139,2.7,202404120BOS,"Fri, Apr 12, 2024"
2327,CHO,boldema01,1812,112,132,-4.2,202404120BOS,"Fri, Apr 12, 2024"
2328,CHO,micicva01,983,75,140,-14.6,202404120BOS,"Fri, Apr 12, 2024"
2329,CHO,bridgmi02,894,92,135,-7.8,202404120BOS,"Fri, Apr 12, 2024"
2330,CHO,millebr02,818,86,137,-9.7,202404120BOS,"Fri, Apr 12, 2024"
2331,CHO,smithni01,1740,108,138,-3.6,202404120BOS,"Fri, Apr 12, 2024"
2332,CHO,bertada01,1342,91,135,-3.5,202404120BOS,"Fri, Apr 12, 2024"
2333,CHO,mcgowbr01,1184,83,136,-10.6,202404120BOS,"Fri, Apr 12, 2024"
2334,CHO,thorjt01,1080,173,134,-0.1,202404120BOS,"Fri, Apr 12, 2024"
2335,CHO,pokusal01,1068,86,131,-6.5,202404120BOS,"Fri, Apr 12, 2024"
2336,CHO,blackle01,906,63,124,-6.4,202404120BOS,"Fri, Apr 12, 2024"
2337,CHO,baileam01,720,93,136,-12.6,202404120BOS,"Fri, Apr 12, 2024"
2338,CLE,allenja01,2286,149,120,6.9,202404120CLE,"Fri, Apr 12, 2024"
2339,CLE,mitchdo01,2253,125,113,8.2,202404120CLE,"Fri, Apr 12, 2024"
2340,CLE,mobleev01,1755,153,120,-0.5,202404120CLE,"Fri, Apr 12, 2024"
2341,CLE,garlada01,1718,108,124,-2.3,202404120CLE,"Fri, Apr 12, 2024"
2342,CLE,strusma01,1677,115,120,0.9,202404120CLE,"Fri, Apr 12, 2024"
2343,CLE,leverca01,1603,131,119,3.8,202404120CLE,"Fri, Apr 12, 2024"
2344,CLE,niangge01,1597,96,114,-3.6,202404120CLE,"Fri, Apr 12, 2024"
2345,CLE,okorois01,1509,150,118,-0.9,202404120CLE,"Fri, Apr 12, 2024"
2346,CLE,batesem01,,,,,202404120CLE,"Fri, Apr 12, 2024"
2347,CLE,jonesda03,,,,,202404120CLE,"Fri, Apr 12, 2024"
2348,CLE,mobleis01,,,,,202404120CLE,"Fri, Apr 12, 2024"
2349,CLE,morrima03,,,,,202404120CLE,"Fri, Apr 12, 2024"
2350,CLE,nancepe01,,,,,202404120CLE,"Fri, Apr 12, 2024"
2351,CLE,portecr01,,,,,202404120CLE,"Fri, Apr 12, 2024"
2352,CLE,thomptr01,,,,,202404120CLE,"Fri, Apr 12, 2024"
2353,IND,halibty01,2129,114,127,3.2,202404120CLE,"Fri, Apr 12, 2024"
2354,IND,nembhan01,2093,108,134,-7.6,202404120CLE,"Fri, Apr 12, 2024"
2355,IND,nesmiaa01,1995,153,131,-2.2,202404120CLE,"Fri, Apr 12, 2024"
2356,IND,siakapa01,1923,116,130,-4.3,202404120CLE,"Fri, Apr 12, 2024"
2357,IND,turnemy01,1708,116,127,4.8,202404120CLE,"Fri, Apr 12, 2024"
2358,IND,mccontj01,1172,128,121,10.8,202404120CLE,"Fri, Apr 12, 2024"
2359,IND,smithja04,1172,124,119,0.6,202404120CLE,"Fri, Apr 12, 2024"
2360,IND,toppiob01,957,126,116,16.3,202404120CLE,"Fri, Apr 12, 2024"
2361,IND,sheppbe01,863,62,129,-10.5,202404120CLE,"Fri, Apr 12, 2024"
2362,IND,mcderdo01,387,0,134,-17.1,202404120CLE,"Fri, Apr 12, 2024"
2363,IND,brownke03,,,,,202404120CLE,"Fri, Apr 12, 2024"
2364,IND,jacksqu01,,,,,202404120CLE,"Fri, Apr 12, 2024"
2365,IND,johnsja01,,,,,202404120CLE,"Fri, Apr 12, 2024"
2366,IND,tshieos01,,,,,202404120CLE,"Fri, Apr 12, 2024"
2367,IND,walkeja02,,,,,202404120CLE,"Fri, Apr 12, 2024"
2368,NYK,divindo01,2623,112,124,-2.9,202404120NYK,"Fri, Apr 12, 2024"
2369,NYK,hartjo01,2426,130,118,1.0,202404120NYK,"Fri, Apr 12, 2024"
2370,NYK,brunsja01,2192,131,132,7.8,202404120NYK,"Fri, Apr 12, 2024"
2371,NYK,anunoog01,2011,115,127,-2.9,202404120NYK,"Fri, Apr 12, 2024"
2372,NYK,simsje01,1378,167,130,-5.4,202404120NYK,"Fri, Apr 12, 2024"
2373,NYK,robinmi01,1502,177,129,4.6,202404120NYK,"Fri, Apr 12, 2024"
2374,NYK,bogdabo02,1126,77,130,-12.3,202404120NYK,"Fri, Apr 12, 2024"
2375,NYK,burksal01,688,117,121,8.7,202404120NYK,"Fri, Apr 12, 2024"
2376,NYK,achiupr01,454,250,116,16.2,202404120NYK,"Fri, Apr 12, 2024"
2377,NYK,brownch02,,,,,202404120NYK,"Fri, Apr 12, 2024"
2378,NYK,diakima01,,,,,202404120NYK,"Fri, Apr 12, 2024"
2379,NYK,jeffrda01,,,,,202404120NYK,"Fri, Apr 12, 2024"
2380,NYK,mcbrimi01,,,,,202404120NYK,"Fri, Apr 12, 2024"
2381,NYK,miltosh01,,,,,202404120NYK,"Fri, Apr 12, 2024"
2382,NYK,toppija01,,,,,202404120NYK,"Fri, Apr 12, 2024"
2383,BRK,watfotr01,2284,107,127,-4.3,202404120NYK,"Fri, Apr 12, 2024"
2384,BRK,thomaca02,2202,139,136,9.0,202404120NYK,"Fri, Apr 12, 2024"
2385,BRK,claxtni01,2142,119,126,-2.8,202404120NYK,"Fri, Apr 12, 2024"
2386,BRK,clownno01,1666,121,134,-3.1,202404120NYK,"Fri, Apr 12, 2024"
2387,BRK,bridgmi01,1448,109,133,-6.0,202404120NYK,"Fri, Apr 12, 2024"
2388,BRK,walkelo01,1990,144,128,2.3,202404120NYK,"Fri, Apr 12, 2024"
2389,BRK,wilsoja03,1952,133,129,-4.3,202404120NYK,"Fri, Apr 12, 2024"
2390,BRK,gilyaja01,716,225,120,4.4,202404120NYK,"Fri, Apr 12, 2024"
2391,BRK,finnedo01,,,,,202404120NYK,"Fri, Apr 12, 2024"
2392,BRK,johnsca02,,,,,202404120NYK,"Fri, Apr 12, 2024"
2393,BRK,johnske07,,,,,202404120NYK,"Fri, Apr 12, 2024"
2394,BRK,schrode01,,,,,202404120NYK,"Fri, Apr 12, 2024"
2395,MEM,laravja01,2595,173,128,7.4,202404120MEM,"Fri, Apr 12, 2024"
2396,MEM,jacksgg01,2420,127,124,2.4,202404120MEM,"Fri, Apr 12, 2024"
2397,MEM,goodwjo01,2250,116,115,0.3,202404120MEM,"Fri, Apr 12, 2024"
2398,MEM,jemistr01,2125,130,129,-9.4,202404120MEM,"Fri, Apr 12, 2024"
2399,MEM,pippesc02,1809,121,115,8.0,202404120MEM,"Fri, Apr 12, 2024"
2400,MEM,allenti01,1633,88,130,-11.2,202404120MEM,"Fri, Apr 12, 2024"
2401,MEM,whiteja03,850,24,112,-9.5,202404120MEM,"Fri, Apr 12, 2024"
2402,MEM,simpsza01,718,70,131,-16.8,202404120MEM,"Fri, Apr 12, 2024"
2403,MEM,aldamsa01,,,,,202404120MEM,"Fri, Apr 12, 2024"
2404,MEM,clarkbr01,,,,,202404120MEM,"Fri, Apr 12, 2024"
2405,MEM,kennalu01,,,,,202404120MEM,"Fri, Apr 12, 2024"
2406,MEM,willizi02,,,,,202404120MEM,"Fri, Apr 12, 2024"
2407,LAL,davisan02,2569,125,116,3.4,202404120MEM,"Fri, Apr 12, 2024"
2408,LAL,jamesle01,2454,117,118,4.2,202404120MEM,"Fri, Apr 12, 2024"
2409,LAL,russeda01,2075,91,123,-7.0,202404120MEM,"Fri, Apr 12, 2024"
2410,LAL,hachiru01,1750,176,123,6.2,202404120MEM,"Fri, Apr 12, 2024"
2411,LAL,reaveau01,1512,115,128,-1.4,202404120MEM,"Fri, Apr 12, 2024"
2412,LAL,princta02,1441,112,125,-4.5,202404120MEM,"Fri, Apr 12, 2024"
2413,LAL,dinwisp01,1171,111,129,-9.3,202404120MEM,"Fri, Apr 12, 2024"
2414,LAL,vincega01,1117,125,131,-4.1,202404120MEM,"Fri, Apr 12, 2024"
2415,LAL,hayesja02,311,104,105,1.8,202404120MEM,"Fri, Apr 12, 2024"
2416,LAL,castlco01,,,,,202404120MEM,"Fri, Apr 12, 2024"
2417,LAL,chrisma02,,,,,202404120MEM,"Fri, Apr 12, 2024"
2418,LAL,gilesha01,,,,,202404120MEM,"Fri, Apr 12, 2024"
2419,LAL,lewisma05,,,,,202404120MEM,"Fri, Apr 12, 2024"
2420,LAL,mayssk01,,,,,202404120MEM,"Fri, Apr 12, 2024"
2421,LAL,reddica01,,,,,202404120MEM,"Fri, Apr 12, 2024"
2422,MIA,martica02,1799,144,111,-3.1,202404120MIA,"Fri, Apr 12, 2024"
2423,MIA,butleji01,1757,174,115,5.8,202404120MIA,"Fri, Apr 12, 2024"
2424,MIA,herroty01,1735,126,114,-2.6,202404120MIA,"Fri, Apr 12, 2024"
2425,MIA,jovicni01,1607,111,109,0.4,202404120MIA,"Fri, Apr 12, 2024"
2426,MIA,adebaba01,1524,162,112,7.6,202404120MIA,"Fri, Apr 12, 2024"
2427,MIA,jaqueja01,1937,139,104,6.6,202404120MIA,"Fri, Apr 12, 2024"
2428,MIA,highsha01,1559,130,114,-3.5,202404120MIA,"Fri, Apr 12, 2024"
2429,MIA,wrighde01,1140,169,102,8.5,202404120MIA,"Fri, Apr 12, 2024"
2430,MIA,loveke01,1085,109,102,0.6,202404120MIA,"Fri, Apr 12, 2024"
2431,MIA,cainja01,64,0,96,-2.3,202404120MIA,"Fri, Apr 12, 2024"
2432,MIA,robinor01,64,0,117,-10.9,202404120MIA,"Fri, Apr 12, 2024"
2433,MIA,swideco01,64,0,117,-10.3,202404120MIA,"Fri, Apr 12, 2024"
2434,MIA,willial06,64,0,116,-76.1,202404120MIA,"Fri, Apr 12, 2024"
2435,MIA,bryanth01,,,,,202404120MIA,"Fri, Apr 12, 2024"
2436,MIA,millspa02,,,,,202404120MIA,"Fri, Apr 12, 2024"
2437,TOR,barrerj01,1956,137,132,10.6,202404120MIA,"Fri, Apr 12, 2024"
2438,TOR,dickgr01,1845,110,137,-5.4,202404120MIA,"Fri, Apr 12, 2024"
2439,TOR,quickim01,1816,107,135,-4.7,202404120MIA,"Fri, Apr 12, 2024"
2440,TOR,trentga02,1719,56,136,-18.9,202404120MIA,"Fri, Apr 12, 2024"
2441,TOR,olynyke01,1499,99,131,-4.3,202404120MIA,"Fri, Apr 12, 2024"
2442,TOR,agbajoc01,1517,146,128,4.2,202404120MIA,"Fri, Apr 12, 2024"
2443,TOR,brownbr01,1290,154,134,9.3,202404120MIA,"Fri, Apr 12, 2024"
2444,TOR,willima11,1146,47,135,-15.1,202404120MIA,"Fri, Apr 12, 2024"
2445,TOR,freemja01,911,66,136,-15.9,202404120MIA,"Fri, Apr 12, 2024"
2446,TOR,templga01,468,135,135,-1.0,202404120MIA,"Fri, Apr 12, 2024"
2447,TOR,nworajo01,233,0,133,-19.6,202404120MIA,"Fri, Apr 12, 2024"
2448,TOR,mcdanja01,,,,,202404120MIA,"Fri, Apr 12, 2024"
2449,MIN,goberru01,2203,172,95,12.6,202404120MIN,"Fri, Apr 12, 2024"
2450,MIN,conlemi01,1841,122,105,4.5,202404120MIN,"Fri, Apr 12, 2024"
2451,MIN,mcdanja02,1784,144,111,1.9,202404120MIN,"Fri, Apr 12, 2024"
2452,MIN,townska01,1652,99,110,0.4,202404120MIN,"Fri, Apr 12, 2024"
2453,MIN,edwaran01,1636,92,104,-6.8,202404120MIN,"Fri, Apr 12, 2024"
2454,MIN,reidna01,1673,124,111,1.8,202404120MIN,"Fri, Apr 12, 2024"
2455,MIN,alexani01,1430,104,107,-2.7,202404120MIN,"Fri, Apr 12, 2024"
2456,MIN,anderky01,935,13,101,-13.1,202404120MIN,"Fri, Apr 12, 2024"
2457,MIN,mclaujo01,890,101,109,-3.8,202404120MIN,"Fri, Apr 12, 2024"
2458,MIN,morrimo01,353,0,108,-14.1,202404120MIN,"Fri, Apr 12, 2024"
2459,MIN,garzalu01,,,,,202404120MIN,"Fri, Apr 12, 2024"
2460,MIN,millele01,,,,,202404120MIN,"Fri, Apr 12, 2024"
2461,MIN,minotjo01,,,,,202404120MIN,"Fri, Apr 12, 2024"
2462,MIN,moorewe01,,,,,202404120MIN,"Fri, Apr 12, 2024"
2463,MIN,warretj01,,,,,202404120MIN,"Fri, Apr 12, 2024"
2464,ATL,murrade01,1861,77,112,-8.6,202404120MIN,"Fri, Apr 12, 2024"
2465,ATL,bogdabo01,1722,134,114,5.7,202404120MIN,"Fri, Apr 12, 2024"
2466,ATL,youngtr01,1643,125,109,11.2,202404120MIN,"Fri, Apr 12, 2024"
2467,ATL,capelca01,1558,140,100,12.4,202404120MIN,"Fri, Apr 12, 2024"
2468,ATL,huntede01,1509,99,114,-3.2,202404120MIN,"Fri, Apr 12, 2024"
2469,ATL,mathega01,1389,0,109,-11.0,202404120MIN,"Fri, Apr 12, 2024"
2470,ATL,fernabr01,1322,108,111,0.7,202404120MIN,"Fri, Apr 12, 2024"
2471,ATL,gueyemo02,1245,84,107,-5.8,202404120MIN,"Fri, Apr 12, 2024"
2472,ATL,griffaj01,1100,81,110,-1.1,202404120MIN,"Fri, Apr 12, 2024"
2473,ATL,bufkiko01,584,98,110,-3.4,202404120MIN,"Fri, Apr 12, 2024"
2474,ATL,krejcvi01,467,73,115,-9.8,202404120MIN,"Fri, Apr 12, 2024"
2475,ATL,forretr01,,,,,202404120MIN,"Fri, Apr 12, 2024"
2476,OKC,gilgesh01,1720,107,113,-7.2,202404120OKC,"Fri, Apr 12, 2024"
2477,OKC,dortlu01,1625,150,107,5.1,202404120OKC,"Fri, Apr 12, 2024"
2478,OKC,willija06,1607,133,112,4.4,202404120OKC,"Fri, Apr 12, 2024"
2479,OKC,haywago01,1541,130,108,0.5,202404120OKC,"Fri, Apr 12, 2024"
2480,OKC,holmgch01,1500,142,102,11.6,202404120OKC,"Fri, Apr 12, 2024"
2481,OKC,wiggiaa01,1453,137,109,6.6,202404120OKC,"Fri, Apr 12, 2024"
2482,OKC,wallaca01,1154,131,107,2.5,202404120OKC,"Fri, Apr 12, 2024"
2483,OKC,willija07,968,113,110,1.4,202404120OKC,"Fri, Apr 12, 2024"
2484,OKC,willike04,855,245,107,7.1,202404120OKC,"Fri, Apr 12, 2024"
2485,OKC,joeis01,842,75,118,-12.8,202404120OKC,"Fri, Apr 12, 2024"
2486,OKC,waterli01,382,147,116,19.7,202404120OKC,"Fri, Apr 12, 2024"
2487,OKC,diengou01,312,0,120,-18.8,202404120OKC,"Fri, Apr 12, 2024"
2488,OKC,muscami01,219,0,120,-21.1,202404120OKC,"Fri, Apr 12, 2024"
2489,OKC,sarrol01,219,0,114,-6.9,202404120OKC,"Fri, Apr 12, 2024"
2490,OKC,biyombi01,,,,,202404120OKC,"Fri, Apr 12, 2024"
2491,MIL,beaslma01,1782,130,133,1.2,202404120OKC,"Fri, Apr 12, 2024"
2492,MIL,beverpa01,1456,125,127,1.0,202404120OKC,"Fri, Apr 12, 2024"
2493,MIL,lopezbr01,1409,128,131,0.5,202404120OKC,"Fri, Apr 12, 2024"
2494,MIL,middlkh01,1378,145,124,13.2,202404120OKC,"Fri, Apr 12, 2024"
2495,MIL,portibo01,1277,80,126,-9.0,202404120OKC,"Fri, Apr 12, 2024"
2496,MIL,crowdja01,1480,51,131,-15.7,202404120OKC,"Fri, Apr 12, 2024"
2497,MIL,gallida01,1154,90,126,-11.3,202404120OKC,"Fri, Apr 12, 2024"
2498,MIL,connapa01,970,108,133,-5.9,202404120OKC,"Fri, Apr 12, 2024"
2499,MIL,livinch01,844,136,129,-4.2,202404120OKC,"Fri, Apr 12, 2024"
2500,MIL,washity02,844,67,125,-9.8,202404120OKC,"Fri, Apr 12, 2024"
2501,MIL,jacksan01,715,0,131,-30.2,202404120OKC,"Fri, Apr 12, 2024"
2502,MIL,beaucma01,455,168,120,23.0,202404120OKC,"Fri, Apr 12, 2024"
2503,MIL,antetth01,416,122,118,9.6,202404120OKC,"Fri, Apr 12, 2024"
2504,MIL,rolliry01,219,277,74,62.1,202404120OKC,"Fri, Apr 12, 2024"
2505,SAS,jonestr01,2313,118,122,-2.1,202404120SAS,"Fri, Apr 12, 2024"
2506,SAS,champju02,2232,182,123,4.0,202404120SAS,"Fri, Apr 12, 2024"
2507,SAS,wembavi01,2209,100,113,1.8,202404120SAS,"Fri, Apr 12, 2024"
2508,SAS,mamuksa01,1823,123,117,3.3,202404120SAS,"Fri, Apr 12, 2024"
2509,SAS,weslebl01,1143,118,123,-5.4,202404120SAS,"Fri, Apr 12, 2024"
2510,SAS,grahade01,1894,107,123,-4.5,202404120SAS,"Fri, Apr 12, 2024"
2511,SAS,colliza01,1287,138,113,11.3,202404120SAS,"Fri, Apr 12, 2024"
2512,SAS,cissosi01,995,168,123,-2.7,202404120SAS,"Fri, Apr 12, 2024"
2513,SAS,dukeda01,504,200,124,-5.1,202404120SAS,"Fri, Apr 12, 2024"
2514,SAS,bouyeja01,,,,,202404120SAS,"Fri, Apr 12, 2024"
2515,SAS,grayra01,,,,,202404120SAS,"Fri, Apr 12, 2024"
2516,DEN,jokicni01,2313,145,118,10.5,202404120SAS,"Fri, Apr 12, 2024"
2517,DEN,portemi01,1754,85,126,-13.4,202404120SAS,"Fri, Apr 12, 2024"
2518,DEN,murraja01,1742,121,120,12.0,202404120SAS,"Fri, Apr 12, 2024"
2519,DEN,gordoaa01,1735,220,123,8.5,202404120SAS,"Fri, Apr 12, 2024"
2520,DEN,caldwke01,1722,88,125,-7.7,202404120SAS,"Fri, Apr 12, 2024"
2521,DEN,braunch01,1366,125,120,4.0,202404120SAS,"Fri, Apr 12, 2024"
2522,DEN,watsope01,1145,80,113,-10.0,202404120SAS,"Fri, Apr 12, 2024"
2523,DEN,jacksre01,1138,88,116,-5.6,202404120SAS,"Fri, Apr 12, 2024"
2524,DEN,holidju01,918,118,120,2.2,202404120SAS,"Fri, Apr 12, 2024"
2525,DEN,nnajize01,567,55,125,-13.4,202404120SAS,"Fri, Apr 12, 2024"
2526,DEN,gilleco01,,,,,202404120SAS,"Fri, Apr 12, 2024"
2527,DEN,jordade01,,,,,202404120SAS,"Fri, Apr 12, 2024"
2528,DEN,keybr01,,,,,202404120SAS,"Fri, Apr 12, 2024"
2529,DEN,strawju01,,,,,202404120SAS,"Fri, Apr 12, 2024"
2530,DEN,tysonhu01,,,,,202404120SAS,"Fri, Apr 12, 2024"
2531,DAL,hardati02,942,108,114,-0.9,202404120DAL,"Fri, Apr 12, 2024"
2532,DAL,washipj01,895,115,106,5.4,202404120DAL,"Fri, Apr 12, 2024"
2533,DAL,jonesde02,836,82,115,-7.4,202404120DAL,"Fri, Apr 12, 2024"
2534,DAL,gaffoda01,717,78,107,-8.3,202404120DAL,"Fri, Apr 12, 2024"
2535,DAL,exumda01,640,46,113,-12.3,202404120DAL,"Fri, Apr 12, 2024"
2536,DAL,prospol01,1741,121,104,5.1,202404120DAL,"Fri, Apr 12, 2024"
2537,DAL,hardyja02,1711,100,109,0.7,202404120DAL,"Fri, Apr 12, 2024"
2538,DAL,greenjo02,1396,50,110,-13.4,202404120DAL,"Fri, Apr 12, 2024"
2539,DAL,lawsoaj01,1309,46,113,-14.6,202404120DAL,"Fri, Apr 12, 2024"
2540,DAL,poweldw01,1260,145,112,1.0,202404120DAL,"Fri, Apr 12, 2024"
2541,DAL,willibr03,1060,47,115,-20.9,202404120DAL,"Fri, Apr 12, 2024"
2542,DAL,morrima02,811,37,108,-15.3,202404120DAL,"Fri, Apr 12, 2024"
