,team,player,mp,ORtg,DRtg,bpm,game_id,date_game
1130,DET,fournev01,,,,,202404060BRK,"Sat, Apr 6, 2024"
1131,DET,umudest01,,,,,202404060BRK,"Sat, Apr 6, 2024"
1132,MEM,pereima01,2176,99,117,-3.6,202404060MEM,"Sat, Apr 6, 2024"
1133,MEM,jemistr01,2008,80,125,-10.8,202404060MEM,"Sat, Apr 6, 2024"
1134,MEM,goodwjo01,1881,132,122,2.1,202404060MEM,"Sat, Apr 6, 2024"
1135,MEM,pippesc02,1824,121,120,5.9,202404060MEM,"Sat, Apr 6, 2024"
1136,MEM,jacksgg01,1732,94,116,-1.3,202404060MEM,"Sat, Apr 6, 2024"
1137,MEM,simpsza01,1807,110,114,5.3,202404060MEM,"Sat, Apr 6, 2024"
1138,MEM,allenti01,1564,34,126,-16.9,202404060MEM,"Sat, Apr 6, 2024"
1139,MEM,clarkbr01,1408,72,117,-9.4,202404060MEM,"Sat, Apr 6, 2024"
1140,MEM,aldamsa01,,,,,202404060MEM,"Sat, Apr 6, 2024"
1141,MEM,kennalu01,,,,,202404060MEM,"Sat, Apr 6, 2024"
1142,MEM,stevela01,,,,,202404060MEM,"Sat, Apr 6, 2024"
1143,MEM,willizi02,,,,,202404060MEM,"Sat, Apr 6, 2024"
1144,PHI,oubreke01,1592,140,96,9.5,202404060MEM,"Sat, Apr 6, 2024"
1145,PHI,maxeyty01,1513,139,111,-4.8,202404060MEM,"Sat, Apr 6, 2024"
1146,PHI,embiijo01,1359,109,91,5.4,202404060MEM,"Sat, Apr 6, 2024"
1147,PHI,batumni01,1258,172,109,3.9,202404060MEM,"Sat, Apr 6, 2024"
1148,PHI,lowryky01,1248,193,108,1.3,202404060MEM,"Sat, Apr 6, 2024"
1149,PHI,hieldbu01,1533,63,101,-13.3,202404060MEM,"Sat, Apr 6, 2024"
1150,PHI,reedpa01,1380,107,84,9.9,202404060MEM,"Sat, Apr 6, 2024"
1151,PHI,martike04,1339,107,103,-2.7,202404060MEM,"Sat, Apr 6, 2024"
1152,PHI,payneca01,1228,65,95,-5.4,202404060MEM,"Sat, Apr 6, 2024"
1153,PHI,dowtije01,860,205,101,16.4,202404060MEM,"Sat, Apr 6, 2024"
1154,PHI,councri01,720,119,104,0.3,202404060MEM,"Sat, Apr 6, 2024"
1155,PHI,smithte01,369,118,87,8.9,202404060MEM,"Sat, Apr 6, 2024"
1156,PHI,bambamo01,,,,,202404060MEM,"Sat, Apr 6, 2024"
1157,DEN,jokicni01,1840,127,98,6.9,202404060DEN,"Sat, Apr 6, 2024"
1158,DEN,caldwke01,1672,143,107,9.3,202404060DEN,"Sat, Apr 6, 2024"
1159,DEN,portemi01,1495,143,110,2.4,202404060DEN,"Sat, Apr 6, 2024"
1160,DEN,braunch01,1478,133,115,-4.5,202404060DEN,"Sat, Apr 6, 2024"
1161,DEN,murraja01,1251,123,110,0.1,202404060DEN,"Sat, Apr 6, 2024"
1162,DEN,watsope01,1624,156,97,7.4,202404060DEN,"Sat, Apr 6, 2024"
1163,DEN,jacksre01,1434,131,113,-3.5,202404060DEN,"Sat, Apr 6, 2024"
1164,DEN,holidju01,1417,200,113,8.1,202404060DEN,"Sat, Apr 6, 2024"
1165,DEN,nnajize01,845,167,99,4.5,202404060DEN,"Sat, Apr 6, 2024"
1166,DEN,strawju01,731,99,108,-10.2,202404060DEN,"Sat, Apr 6, 2024"
1167,DEN,tysonhu01,223,95,117,-14.3,202404060DEN,"Sat, Apr 6, 2024"
1168,DEN,huffja01,195,200,99,20.1,202404060DEN,"Sat, Apr 6, 2024"
1169,DEN,pickeja02,195,181,67,43.9,202404060DEN,"Sat, Apr 6, 2024"
1170,DEN,jordade01,,,,,202404060DEN,"Sat, Apr 6, 2024"
1171,ATL,murrade01,2153,102,138,-1.7,202404060DEN,"Sat, Apr 6, 2024"
1172,ATL,johnsja05,2031,74,139,-10.5,202404060DEN,"Sat, Apr 6, 2024"
1173,ATL,bogdabo01,1856,129,137,0.9,202404060DEN,"Sat, Apr 6, 2024"
1174,ATL,capelca01,1826,170,137,6.8,202404060DEN,"Sat, Apr 6, 2024"
1175,ATL,huntede01,1767,106,140,-4.7,202404060DEN,"Sat, Apr 6, 2024"
1176,ATL,krejcvi01,1517,130,137,-5.2,202404060DEN,"Sat, Apr 6, 2024"
1177,ATL,mathega01,1154,147,133,5.0,202404060DEN,"Sat, Apr 6, 2024"
1178,ATL,fernabr01,1054,80,141,-16.0,202404060DEN,"Sat, Apr 6, 2024"
1179,ATL,bufkiko01,819,91,141,-8.0,202404060DEN,"Sat, Apr 6, 2024"
1180,ATL,gueyemo02,223,19,144,-51.1,202404060DEN,"Sat, Apr 6, 2024"
1181,ATL,forretr01,,,,,202404060DEN,"Sat, Apr 6, 2024"
1182,ATL,matthwe02,,,,,202404060DEN,"Sat, Apr 6, 2024"
1183,DAL,doncilu01,2725,133,121,8.1,202404070DAL,"Sun, Apr 7, 2024"
1184,DAL,irvinky01,2683,144,122,7.3,202404070DAL,"Sun, Apr 7, 2024"
1185,DAL,washipj01,2603,128,120,2.1,202404070DAL,"Sun, Apr 7, 2024"
1186,DAL,jonesde02,1533,161,121,2.0,202404070DAL,"Sun, Apr 7, 2024"
1187,DAL,gaffoda01,979,93,119,-8.8,202404070DAL,"Sun, Apr 7, 2024"
1188,DAL,exumda01,2109,97,124,-6.8,202404070DAL,"Sun, Apr 7, 2024"
1189,DAL,klebima01,1823,140,115,4.9,202404070DAL,"Sun, Apr 7, 2024"
1190,DAL,hardati02,1056,86,125,-9.8,202404070DAL,"Sun, Apr 7, 2024"
1191,DAL,hardyja02,389,246,126,10.7,202404070DAL,"Sun, Apr 7, 2024"
1192,DAL,fudgeal01,,,,,202404070DAL,"Sun, Apr 7, 2024"
1193,DAL,lawsoaj01,,,,,202404070DAL,"Sun, Apr 7, 2024"
1194,DAL,morrima02,,,,,202404070DAL,"Sun, Apr 7, 2024"
1195,DAL,poweldw01,,,,,202404070DAL,"Sun, Apr 7, 2024"
1196,DAL,prospol01,,,,,202404070DAL,"Sun, Apr 7, 2024"
1197,DAL,willibr03,,,,,202404070DAL,"Sun, Apr 7, 2024"
1198,HOU,vanvlfr01,2665,116,136,-3.2,202404070DAL,"Sun, Apr 7, 2024"
1199,HOU,brookdi01,2536,152,130,6.3,202404070DAL,"Sun, Apr 7, 2024"
1200,HOU,smithja05,2410,113,132,-3.7,202404070DAL,"Sun, Apr 7, 2024"
1201,HOU,greenja05,2389,104,129,-2.3,202404070DAL,"Sun, Apr 7, 2024"
1202,HOU,thompam01,464,232,132,20.6,202404070DAL,"Sun, Apr 7, 2024"
1203,HOU,bullore01,1391,270,133,6.2,202404070DAL,"Sun, Apr 7, 2024"
1204,HOU,whitmca01,1154,140,122,4.6,202404070DAL,"Sun, Apr 7, 2024"
1205,HOU,greenje02,1043,68,126,-12.1,202404070DAL,"Sun, Apr 7, 2024"
1206,HOU,landajo01,959,115,132,-1.6,202404070DAL,"Sun, Apr 7, 2024"
1207,HOU,holidaa01,846,81,131,-8.8,202404070DAL,"Sun, Apr 7, 2024"
1208,HOU,hintona01,43,78,116,-33.7,202404070DAL,"Sun, Apr 7, 2024"
1209,HOU,samueje01,,,,,202404070DAL,"Sun, Apr 7, 2024"
1210,HOU,willije02,,,,,202404070DAL,"Sun, Apr 7, 2024"
1211,LAC,georgpa01,2647,125,116,3.8,202404070LAC,"Sun, Apr 7, 2024"
1212,LAC,mannte01,1737,158,118,6.1,202404070LAC,"Sun, Apr 7, 2024"
1213,LAC,zubaciv01,1643,116,120,-2.6,202404070LAC,"Sun, Apr 7, 2024"
1214,LAC,hardeja01,1572,151,121,8.8,202404070LAC,"Sun, Apr 7, 2024"
1215,LAC,tuckepj01,868,108,124,-5.5,202404070LAC,"Sun, Apr 7, 2024"
1216,LAC,powelno01,1688,115,119,-2.5,202404070LAC,"Sun, Apr 7, 2024"
1217,LAC,coffeam01,1682,80,121,-7.5,202404070LAC,"Sun, Apr 7, 2024"
1218,LAC,westbru01,1525,105,114,-0.9,202404070LAC,"Sun, Apr 7, 2024"
1219,LAC,plumlma01,1038,134,120,-1.3,202404070LAC,"Sun, Apr 7, 2024"
1220,LAC,bostobr01,,,,,202404070LAC,"Sun, Apr 7, 2024"
1221,LAC,brownko01,,,,,202404070LAC,"Sun, Apr 7, 2024"
1222,LAC,hylanbo01,,,,,202404070LAC,"Sun, Apr 7, 2024"
1223,LAC,moonxa01,,,,,202404070LAC,"Sun, Apr 7, 2024"
1224,CLE,garlada01,2407,106,114,5.8,202404070LAC,"Sun, Apr 7, 2024"
1225,CLE,strusma01,2353,125,125,4.3,202404070LAC,"Sun, Apr 7, 2024"
1226,CLE,leverca01,2204,120,123,-0.3,202404070LAC,"Sun, Apr 7, 2024"
1227,CLE,allenja01,2087,121,119,-1.6,202404070LAC,"Sun, Apr 7, 2024"
1228,CLE,mobleev01,1884,107,126,-2.5,202404070LAC,"Sun, Apr 7, 2024"
1229,CLE,okorois01,1517,198,129,-0.4,202404070LAC,"Sun, Apr 7, 2024"
1230,CLE,niangge01,843,63,118,-9.6,202404070LAC,"Sun, Apr 7, 2024"
1231,CLE,morrima03,753,200,129,-8.8,202404070LAC,"Sun, Apr 7, 2024"
1232,CLE,merrisa01,352,54,112,-3.6,202404070LAC,"Sun, Apr 7, 2024"
1233,CLE,jonesda03,,,,,202404070LAC,"Sun, Apr 7, 2024"
1234,CLE,mobleis01,,,,,202404070LAC,"Sun, Apr 7, 2024"
1235,CLE,nancepe01,,,,,202404070LAC,"Sun, Apr 7, 2024"
1236,CLE,portecr01,,,,,202404070LAC,"Sun, Apr 7, 2024"
1237,CLE,thomptr01,,,,,202404070LAC,"Sun, Apr 7, 2024"
1238,IND,nesmiaa01,2380,116,123,-1.6,202404070IND,"Sun, Apr 7, 2024"
1239,IND,turnemy01,2239,149,117,7.4,202404070IND,"Sun, Apr 7, 2024"
1240,IND,halibty01,1977,101,121,-1.7,202404070IND,"Sun, Apr 7, 2024"
1241,IND,siakapa01,1948,114,124,-4.3,202404070IND,"Sun, Apr 7, 2024"
1242,IND,nembhan01,1493,143,113,4.8,202404070IND,"Sun, Apr 7, 2024"
1243,IND,mccontj01,1593,135,124,8.2,202404070IND,"Sun, Apr 7, 2024"
1244,IND,sheppbe01,1197,39,127,-12.0,202404070IND,"Sun, Apr 7, 2024"
1245,IND,toppiob01,932,173,124,16.1,202404070IND,"Sun, Apr 7, 2024"
1246,IND,smithja04,641,82,126,-7.4,202404070IND,"Sun, Apr 7, 2024"
1247,IND,brownke03,,,,,202404070IND,"Sun, Apr 7, 2024"
1248,IND,johnsja01,,,,,202404070IND,"Sun, Apr 7, 2024"
1249,IND,mcderdo01,,,,,202404070IND,"Sun, Apr 7, 2024"
1250,IND,tshieos01,,,,,202404070IND,"Sun, Apr 7, 2024"
1251,IND,walkeja02,,,,,202404070IND,"Sun, Apr 7, 2024"
1252,MIA,butleji01,2332,148,123,11.7,202404070IND,"Sun, Apr 7, 2024"
1253,MIA,adebaba01,2221,111,122,-0.8,202404070IND,"Sun, Apr 7, 2024"
1254,MIA,jovicni01,1443,153,126,6.0,202404070IND,"Sun, Apr 7, 2024"
1255,MIA,roziete01,1305,85,117,-2.2,202404070IND,"Sun, Apr 7, 2024"
1256,MIA,robindu01,720,0,124,-32.3,202404070IND,"Sun, Apr 7, 2024"
1257,MIA,martica02,2160,152,127,4.9,202404070IND,"Sun, Apr 7, 2024"
1258,MIA,herroty01,1865,137,125,3.4,202404070IND,"Sun, Apr 7, 2024"
1259,MIA,highsha01,1147,99,121,-1.8,202404070IND,"Sun, Apr 7, 2024"
1260,MIA,jaqueja01,758,152,125,-1.7,202404070IND,"Sun, Apr 7, 2024"
1261,MIA,loveke01,449,42,127,-26.1,202404070IND,"Sun, Apr 7, 2024"
1262,MIA,bryanth01,,,,,202404070IND,"Sun, Apr 7, 2024"
1263,MIA,cainja01,,,,,202404070IND,"Sun, Apr 7, 2024"
1264,MIA,millspa02,,,,,202404070IND,"Sun, Apr 7, 2024"
1265,MIA,willial06,,,,,202404070IND,"Sun, Apr 7, 2024"
1266,MIA,wrighde01,,,,,202404070IND,"Sun, Apr 7, 2024"
1267,BOS,whitede01,1858,117,120,-1.4,202404070BOS,"Sun, Apr 7, 2024"
1268,BOS,brownja02,1790,122,113,1.6,202404070BOS,"Sun, Apr 7, 2024"
1269,BOS,porzikr01,1638,107,87,5.6,202404070BOS,"Sun, Apr 7, 2024"
1270,BOS,holidjr01,1255,146,123,-0.2,202404070BOS,"Sun, Apr 7, 2024"
1271,BOS,horfoal01,1255,119,106,0.2,202404070BOS,"Sun, Apr 7, 2024"
1272,BOS,hausesa01,1625,167,117,1.5,202404070BOS,"Sun, Apr 7, 2024"
1273,BOS,pritcpa01,1544,141,115,8.8,202404070BOS,"Sun, Apr 7, 2024"
1274,BOS,kornelu01,1113,222,120,-2.9,202404070BOS,"Sun, Apr 7, 2024"
1275,BOS,tillmxa01,1032,125,98,6.9,202404070BOS,"Sun, Apr 7, 2024"
1276,BOS,mykhasv01,720,108,116,-7.2,202404070BOS,"Sun, Apr 7, 2024"
1277,BOS,brissos01,533,97,106,-4.5,202404070BOS,"Sun, Apr 7, 2024"
1278,BOS,sprinja01,37,0,-67,17.0,202404070BOS,"Sun, Apr 7, 2024"
1279,POR,hendesc01,2186,98,127,-5.6,202404070BOS,"Sun, Apr 7, 2024"
1280,POR,aytonde01,2104,121,122,1.9,202404070BOS,"Sun, Apr 7, 2024"
1281,POR,walkeja01,2060,95,126,-10.6,202404070BOS,"Sun, Apr 7, 2024"
1282,POR,ruperra01,1996,119,129,-4.9,202404070BOS,"Sun, Apr 7, 2024"
1283,POR,murrakr01,1539,111,128,-1.0,202404070BOS,"Sun, Apr 7, 2024"
1284,POR,bantoda01,2196,119,130,6.0,202404070BOS,"Sun, Apr 7, 2024"
1285,POR,minayju01,1381,193,129,5.8,202404070BOS,"Sun, Apr 7, 2024"
1286,POR,reathdu01,938,39,131,-17.2,202404070BOS,"Sun, Apr 7, 2024"
1287,POR,badjiib01,,,,,202404070BOS,"Sun, Apr 7, 2024"
1288,POR,brownmo01,,,,,202404070BOS,"Sun, Apr 7, 2024"
1289,POR,sharpsh01,,,,,202404070BOS,"Sun, Apr 7, 2024"
1290,POR,thybuma01,,,,,202404070BOS,"Sun, Apr 7, 2024"
1291,CHO,bridgmi02,2386,98,125,-8.9,202404070CHO,"Sun, Apr 7, 2024"
1292,CHO,willigr01,2300,147,126,2.5,202404070CHO,"Sun, Apr 7, 2024"
1293,CHO,millebr02,2135,97,125,-7.8,202404070CHO,"Sun, Apr 7, 2024"
1294,CHO,manntr01,1954,138,114,12.7,202404070CHO,"Sun, Apr 7, 2024"
1295,CHO,micicva01,1872,121,130,-2.0,202404070CHO,"Sun, Apr 7, 2024"
1296,CHO,bertada01,1446,98,121,-1.5,202404070CHO,"Sun, Apr 7, 2024"
1297,CHO,pokusal01,1233,130,121,2.5,202404070CHO,"Sun, Apr 7, 2024"
1298,CHO,richani01,1074,140,125,-3.7,202404070CHO,"Sun, Apr 7, 2024"
1299,CHO,blackle01,,,,,202404070CHO,"Sun, Apr 7, 2024"
1300,CHO,boldema01,,,,,202404070CHO,"Sun, Apr 7, 2024"
1301,CHO,mcgowbr01,,,,,202404070CHO,"Sun, Apr 7, 2024"
1302,CHO,smithni01,,,,,202404070CHO,"Sun, Apr 7, 2024"
1303,CHO,thorjt01,,,,,202404070CHO,"Sun, Apr 7, 2024"
1304,OKC,giddejo01,2228,120,121,1.5,202404070CHO,"Sun, Apr 7, 2024"
1305,OKC,wiggiaa01,2158,122,110,5.1,202404070CHO,"Sun, Apr 7, 2024"
1306,OKC,dortlu01,2038,93,124,-7.1,202404070CHO,"Sun, Apr 7, 2024"
1307,OKC,holmgch01,1857,120,112,1.4,202404070CHO,"Sun, Apr 7, 2024"
1308,OKC,wallaca01,1430,184,120,6.7,202404070CHO,"Sun, Apr 7, 2024"
1309,OKC,willike04,1582,77,130,-16.9,202404070CHO,"Sun, Apr 7, 2024"
1310,OKC,joeis01,1261,174,124,5.5,202404070CHO,"Sun, Apr 7, 2024"
1311,OKC,willija07,954,133,129,-1.8,202404070CHO,"Sun, Apr 7, 2024"
1312,OKC,waterli01,892,183,123,6.3,202404070CHO,"Sun, Apr 7, 2024"
1313,OKC,biyombi01,,,,,202404070CHO,"Sun, Apr 7, 2024"
1314,OKC,muscami01,,,,,202404070CHO,"Sun, Apr 7, 2024"
1315,ORL,banchpa01,2142,120,107,-1.0,202404070ORL,"Sun, Apr 7, 2024"
1316,ORL,cartewe01,2069,123,99,0.4,202404070ORL,"Sun, Apr 7, 2024"
1317,ORL,harriga01,1979,33,101,-3.8,202404070ORL,"Sun, Apr 7, 2024"
1318,ORL,suggsja01,1730,141,101,13.9,202404070ORL,"Sun, Apr 7, 2024"
1319,ORL,wagnefr01,1201,152,104,12.7,202404070ORL,"Sun, Apr 7, 2024"
1320,ORL,fultzma01,1383,153,106,10.3,202404070ORL,"Sun, Apr 7, 2024"
1321,ORL,inglejo01,1245,112,98,8.0,202404070ORL,"Sun, Apr 7, 2024"
1322,ORL,anthoco01,988,60,105,-17.0,202404070ORL,"Sun, Apr 7, 2024"
1323,ORL,wagnemo01,929,82,94,-8.6,202404070ORL,"Sun, Apr 7, 2024"
1324,ORL,isaacjo01,289,228,106,-8.2,202404070ORL,"Sun, Apr 7, 2024"
1325,ORL,bitadgo01,89,0,112,-8.6,202404070ORL,"Sun, Apr 7, 2024"
1326,ORL,blackan01,89,0,112,-40.7,202404070ORL,"Sun, Apr 7, 2024"
1327,ORL,howarje01,89,300,97,68.5,202404070ORL,"Sun, Apr 7, 2024"
1328,ORL,okekech01,89,0,112,-37.3,202404070ORL,"Sun, Apr 7, 2024"
1329,ORL,schofad01,89,0,112,-7.6,202404070ORL,"Sun, Apr 7, 2024"
1330,CHI,derozde01,2402,97,126,-4.4,202404070ORL,"Sun, Apr 7, 2024"
1331,CHI,whiteco01,2256,92,126,-7.0,202404070ORL,"Sun, Apr 7, 2024"
1332,CHI,dosunay01,2132,106,114,4.7,202404070ORL,"Sun, Apr 7, 2024"
1333,CHI,vucevni01,1871,74,124,-11.7,202404070ORL,"Sun, Apr 7, 2024"
1334,CHI,greenja02,1313,160,104,18.0,202404070ORL,"Sun, Apr 7, 2024"
1335,CHI,drumman01,1471,162,111,8.9,202404070ORL,"Sun, Apr 7, 2024"
1336,CHI,craigto01,1124,40,122,-6.9,202404070ORL,"Sun, Apr 7, 2024"
1337,CHI,terryda01,912,42,116,-12.7,202404070ORL,"Sun, Apr 7, 2024"
1338,CHI,bitimon01,652,101,128,-7.6,202404070ORL,"Sun, Apr 7, 2024"
1339,CHI,drellhe01,89,44,128,-12.6,202404070ORL,"Sun, Apr 7, 2024"
1340,CHI,funkan01,89,0,128,-5.2,202404070ORL,"Sun, Apr 7, 2024"
1341,CHI,sanogad01,89,0,106,-0.2,202404070ORL,"Sun, Apr 7, 2024"
1342,CHI,carteje01,,,,,202404070ORL,"Sun, Apr 7, 2024"
1343,PHO,bookede01,2323,116,123,-0.2,202404070PHO,"Sun, Apr 7, 2024"
1344,PHO,bealbr01,2322,140,124,14.8,202404070PHO,"Sun, Apr 7, 2024"
1345,PHO,duranke01,2282,111,126,0.5,202404070PHO,"Sun, Apr 7, 2024"
1346,PHO,allengr01,2207,75,114,-3.8,202404070PHO,"Sun, Apr 7, 2024"
1347,PHO,nurkiju01,1871,90,107,0.0,202404070PHO,"Sun, Apr 7, 2024"
1348,PHO,gordoer01,1101,114,129,-3.8,202404070PHO,"Sun, Apr 7, 2024"
1349,PHO,eubandr01,1003,80,116,-8.8,202404070PHO,"Sun, Apr 7, 2024"
1350,PHO,onealro01,843,42,108,-1.8,202404070PHO,"Sun, Apr 7, 2024"
1351,PHO,bolbo01,448,97,121,-6.1,202404070PHO,"Sun, Apr 7, 2024"
1352,PHO,azubuud01,,,,,202404070PHO,"Sun, Apr 7, 2024"
1353,PHO,littlna01,,,,,202404070PHO,"Sun, Apr 7, 2024"
1354,PHO,okogijo01,,,,,202404070PHO,"Sun, Apr 7, 2024"
1355,PHO,roddyda01,,,,,202404070PHO,"Sun, Apr 7, 2024"
1356,PHO,thomais02,,,,,202404070PHO,"Sun, Apr 7, 2024"
1357,PHO,youngth01,,,,,202404070PHO,"Sun, Apr 7, 2024"
1358,NOP,mccolcj01,2494,124,117,5.0,202404070PHO,"Sun, Apr 7, 2024"
1359,NOP,willizi01,2387,119,103,9.3,202404070PHO,"Sun, Apr 7, 2024"
1360,NOP,murphtr02,2324,109,115,-3.9,202404070PHO,"Sun, Apr 7, 2024"
1361,NOP,joneshe01,2033,84,112,-7.9,202404070PHO,"Sun, Apr 7, 2024"
1362,NOP,valanjo01,235,65,113,-26.8,202404070PHO,"Sun, Apr 7, 2024"
1363,NOP,nancela02,1905,140,100,9.2,202404070PHO,"Sun, Apr 7, 2024"
1364,NOP,daniedy01,1681,128,108,2.0,202404070PHO,"Sun, Apr 7, 2024"
1365,NOP,alvarjo01,1335,146,113,10.2,202404070PHO,"Sun, Apr 7, 2024"
1366,NOP,robinje02,6,0,120,-6.8,202404070PHO,"Sun, Apr 7, 2024"
1367,NOP,hawkijo01,,,,,202404070PHO,"Sun, Apr 7, 2024"
1368,NOP,hillma01,,,,,202404070PHO,"Sun, Apr 7, 2024"
1369,NOP,liddeej01,,,,,202404070PHO,"Sun, Apr 7, 2024"
1370,NOP,ryanma01,,,,,202404070PHO,"Sun, Apr 7, 2024"
1371,NOP,zelleco01,,,,,202404070PHO,"Sun, Apr 7, 2024"
1372,TOR,quickim01,2183,145,113,9.0,202404070TOR,"Sun, Apr 7, 2024"
1373,TOR,barrerj01,2171,93,115,-8.2,202404070TOR,"Sun, Apr 7, 2024"
1374,TOR,trentga02,2106,131,108,4.9,202404070TOR,"Sun, Apr 7, 2024"
1375,TOR,olynyke01,2073,140,105,6.7,202404070TOR,"Sun, Apr 7, 2024"
1376,TOR,agbajoc01,1654,101,112,-6.8,202404070TOR,"Sun, Apr 7, 2024"
1377,TOR,dickgr01,1470,133,117,-2.5,202404070TOR,"Sun, Apr 7, 2024"
1378,TOR,brownbr01,1181,117,113,-5.8,202404070TOR,"Sun, Apr 7, 2024"
1379,TOR,templga01,528,135,111,3.5,202404070TOR,"Sun, Apr 7, 2024"
1380,TOR,freemja01,520,20,114,-30.0,202404070TOR,"Sun, Apr 7, 2024"
1381,TOR,willima11,280,0,111,-11.7,202404070TOR,"Sun, Apr 7, 2024"
1382,TOR,mcdanja01,234,31,120,-35.9,202404070TOR,"Sun, Apr 7, 2024"
1383,TOR,nworajo01,,,,,202404070TOR,"Sun, Apr 7, 2024"
1384,WAS,avdijde01,2474,118,115,2.2,202404070TOR,"Sun, Apr 7, 2024"
1385,WAS,poolejo01,2399,121,122,1.4,202404070TOR,"Sun, Apr 7, 2024"
1386,WAS,kispeco01,2373,112,126,-6.5,202404070TOR,"Sun, Apr 7, 2024"
1387,WAS,vukcetr01,1404,109,115,-2.9,202404070TOR,"Sun, Apr 7, 2024"
1388,WAS,davisjo06,379,0,117,-8.2,202404070TOR,"Sun, Apr 7, 2024"
1389,WAS,baldwpa01,2006,138,113,0.9,202404070TOR,"Sun, Apr 7, 2024"
1390,WAS,omorueu01,1260,83,119,-10.0,202404070TOR,"Sun, Apr 7, 2024"
1391,WAS,butleja02,1010,109,121,-6.8,202404070TOR,"Sun, Apr 7, 2024"
1392,WAS,champju01,835,65,117,-10.3,202404070TOR,"Sun, Apr 7, 2024"
1393,WAS,bernaju01,260,0,123,-23.4,202404070TOR,"Sun, Apr 7, 2024"
1394,WAS,gillan01,,,,,202404070TOR,"Sun, Apr 7, 2024"
1395,WAS,holmeri01,,,,,202404070TOR,"Sun, Apr 7, 2024"
1396,MIL,lillada01,2322,123,133,1.1,202404070MIL,"Sun, Apr 7, 2024"
1397,MIL,antetgi01,2312,116,125,6.2,202404070MIL,"Sun, Apr 7, 2024"
1398,MIL,lopezbr01,1726,102,132,-1.8,202404070MIL,"Sun, Apr 7, 2024"
1399,MIL,beaslma01,1383,156,141,0.5,202404070MIL,"Sun, Apr 7, 2024"
1400,MIL,middlkh01,781,104,137,-2.9,202404070MIL,"Sun, Apr 7, 2024"
1401,MIL,connapa01,1863,110,141,-9.0,202404070MIL,"Sun, Apr 7, 2024"
1402,MIL,portibo01,1755,155,138,11.9,202404070MIL,"Sun, Apr 7, 2024"
1403,MIL,crowdja01,918,91,140,-4.6,202404070MIL,"Sun, Apr 7, 2024"
1404,MIL,greenaj01,808,70,134,-9.5,202404070MIL,"Sun, Apr 7, 2024"
1405,MIL,jacksan01,252,0,142,-24.6,202404070MIL,"Sun, Apr 7, 2024"
1406,MIL,antetth01,70,230,143,11.8,202404070MIL,"Sun, Apr 7, 2024"
1407,MIL,livinch01,70,0,143,-8.1,202404070MIL,"Sun, Apr 7, 2024"
1408,MIL,rolliry01,70,0,143,-10.1,202404070MIL,"Sun, Apr 7, 2024"
1409,MIL,washity02,70,0,143,-51.7,202404070MIL,"Sun, Apr 7, 2024"
1410,MIL,gallida01,,,,,202404070MIL,"Sun, Apr 7, 2024"
1411,NYK,brunsja01,2366,134,126,6.3,202404070MIL,"Sun, Apr 7, 2024"
1412,NYK,anunoog01,2267,68,113,-6.5,202404070MIL,"Sun, Apr 7, 2024"
1413,NYK,divindo01,2247,168,122,12.8,202404070MIL,"Sun, Apr 7, 2024"
1414,NYK,hartjo01,2244,130,124,0.1,202404070MIL,"Sun, Apr 7, 2024"
1415,NYK,harteis01,1731,148,118,4.9,202404070MIL,"Sun, Apr 7, 2024"
1416,NYK,robinmi01,1149,106,115,-7.6,202404070MIL,"Sun, Apr 7, 2024"
1417,NYK,mcbrimi01,1080,150,108,11.7,202404070MIL,"Sun, Apr 7, 2024"
1418,NYK,bogdabo02,1019,159,128,7.0,202404070MIL,"Sun, Apr 7, 2024"
1419,NYK,achiupr01,297,0,130,-21.7,202404070MIL,"Sun, Apr 7, 2024"
1420,NYK,burksal01,,,,,202404070MIL,"Sun, Apr 7, 2024"
1421,NYK,diakima01,,,,,202404070MIL,"Sun, Apr 7, 2024"
1422,NYK,jeffrda01,,,,,202404070MIL,"Sun, Apr 7, 2024"
1423,NYK,miltosh01,,,,,202404070MIL,"Sun, Apr 7, 2024"
1424,NYK,simsje01,,,,,202404070MIL,"Sun, Apr 7, 2024"
1425,NYK,toppija01,,,,,202404070MIL,"Sun, Apr 7, 2024"
1426,SAS,jonestr01,2916,98,112,-4.9,202404070SAS,"Sun, Apr 7, 2024"
1427,SAS,branhma01,2621,119,116,0.3,202404070SAS,"Sun, Apr 7, 2024"
1428,SAS,wembavi01,2598,107,100,9.8,202404070SAS,"Sun, Apr 7, 2024"
1429,SAS,champju02,2375,153,110,4.7,202404070SAS,"Sun, Apr 7, 2024"
1430,SAS,johnske04,1422,71,109,-11.2,202404070SAS,"Sun, Apr 7, 2024"
1431,SAS,grahade01,2096,85,117,-9.0,202404070SAS,"Sun, Apr 7, 2024"
1432,SAS,mamuksa01,1415,114,114,-4.1,202404070SAS,"Sun, Apr 7, 2024"
1433,SAS,weslebl01,1075,153,116,-4.1,202404070SAS,"Sun, Apr 7, 2024"
1434,SAS,colliza01,882,99,107,-4.0,202404070SAS,"Sun, Apr 7, 2024"
1435,SAS,bouyeja01,,,,,202404070SAS,"Sun, Apr 7, 2024"
1436,SAS,cissosi01,,,,,202404070SAS,"Sun, Apr 7, 2024"
1437,SAS,dukeda01,,,,,202404070SAS,"Sun, Apr 7, 2024"
1438,SAS,grayra01,,,,,202404070SAS,"Sun, Apr 7, 2024"
